AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
183.72728	51.45888	200.0	21.0	200.0	0.0	200.0	200.0	183.72728	200.0	22000	16746.404	266895.8	72.62508	2.121682	16746.38	266895.47	73.23842	4.382545	-0.3221842	13.736222	6.613178	-9.497073	-65.414246	0.2964269	0.32767054	1958.0642	47.84924507141113
191.1	26.7	200.0	111.0	200.0	0.0	200.0	200.0	191.1	200.0	24000	17531.43	279407.16	77.458954	8.213799	17531.342	279405.75	82.814644	19.749405	-4.735383	76.57382	9.164982	-10.309718	-68.46019	0.36085272	0.476555	1959.2643	52.427934408187866
194.0	18.0	200.0	140.0	200.0	0.0	200.0	200.0	194.0	200.0	26000	18268.904	291160.7	88.30662	10.410347	18268.816	291159.28	91.53277	35.02826	-2.3541038	39.805145	10.396084	-9.349161	-71.360405	0.50193316	0.7522166	1965.1985	56.96322965621948
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	28000	19240.736	306649.25	99.55895	11.691068	19240.48	306645.16	101.49337	41.778244	31.500536	502.22977	17.037968	-9.609881	-75.139	0.6413785	1.1790475	1976.491	61.52526497840881
177.08333	51.243633	200.0	62.0	200.0	0.0	200.0	200.0	177.08333	200.0	30000	20273.045	323101.7	101.02228	-26.64755	20272.96	323100.34	105.74776	21.678083	65.38408	1042.1431	7.5984	-12.414118	-79.11439	0.5668828	1.4343157	1957.797	66.20465922355652
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	32000	20837.715	332101.06	96.447105	-37.51992	20838.33	332110.9	98.35271	-7.1450014	106.72304	1700.9475	7.8105407	-10.631771	-81.27154	0.6955398	1.3818372	1912.3062	70.84321546554565
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	34000	21147.322	337035.44	92.45596	-40.729782	21147.637	337040.47	93.63434	-22.089378	121.829735	1941.7053	7.5751433	-11.139869	-82.51243	0.48772517	0.7727179	1908.7166	75.47973299026489
183.72728	51.45888	200.0	21.0	200.0	0.0	200.0	200.0	183.72728	200.0	36000	21101.4	336303.53	91.51933	-45.47578	21101.418	336303.84	91.00219	-33.13368	51.332882	818.21844	7.362921	-8.926998	-82.26323	0.42297614	0.574203	1903.2212	80.1267409324646
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	38000	21005.643	334777.44	89.881386	-49.048443	21005.49	334775.03	90.208954	-37.119946	33.423767	532.8637	8.272295	-10.186629	-81.904816	0.49667418	0.52170414	1909.8295	84.76719951629639
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	40000	21268.498	338966.7	89.96608	-48.20496	21268.588	338968.16	90.37249	-36.941303	43.905727	699.88257	8.345948	-9.430219	-83.02096	0.27832863	0.32825983	1919.8827	89.47064709663391
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	42000	21862.275	348430.0	90.09093	23.741877	21862.293	348430.28	90.09063	37.690773	40.99528	653.509	6.0803733	-10.457612	-85.44272	0.09823122	0.14824335	1883.3314	94.18733191490173
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	44000	22461.5	357980.16	90.26822	19.781242	22461.506	357980.25	90.65429	36.87716	25.087917	400.0694	5.5988665	-11.881007	-87.75528	0.07647737	0.12444951	1869.5243	98.9937264919281
192.5	22.5	200.0	125.0	200.0	0.0	200.0	200.0	192.5	200.0	46000	22896.188	364908.0	91.64661	8.833307	22896.223	364908.56	92.38361	6.3163896	-3.3974235	55.659122	5.915358	-10.165922	-89.428764	0.074357815	0.118676364	1877.0856	103.79926896095276
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	48000	23183.086	369480.4	91.42359	2.0847063	23183.111	369480.8	91.50128	0.8551334	-51.856644	826.54236	5.02661	-9.817712	-90.56688	0.022806527	0.020179814	1886.849	108.53824758529663
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	50000	23433.14	373465.7	92.347534	0.95321965	23433.143	373465.72	93.20866	0.69367045	-64.5464	1028.7634	4.85556	-10.227661	-91.547485	0.013655077	0.013114918	1902.6627	113.29128694534302
185.63637	45.421806	200.0	42.0	200.0	0.0	200.0	200.0	185.63637	200.0	52000	23663.297	377133.78	95.89079	-5.465653	23663.268	377133.3	95.1009	-3.370126	-62.10081	989.79004	5.337773	-10.355671	-92.4406	0.07342987	0.09808228	1918.6183	117.93067955970764
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	54000	23840.512	379958.16	94.32081	-8.8958	23840.535	379958.56	94.98549	-3.634294	-42.268265	673.7478	5.9239235	-8.558569	-93.11018	0.24600968	0.4374165	1911.2333	122.60132002830505
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	56000	24001.598	382525.5	95.04555	-5.6637325	24001.525	382524.28	96.86257	-1.9445989	-49.674297	791.76495	5.778383	-9.285811	-93.74194	0.18365963	0.372974	1917.556	127.22812175750732
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	58000	24173.094	385258.7	95.54833	25.90702	24173.059	385258.16	96.08863	62.70241	-58.19719	927.5833	5.7723303	-9.304663	-94.41296	0.13592516	0.30436754	1885.4298	132.0188639163971
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	60000	24335.432	387846.0	96.518906	14.36186	24335.393	387845.3	97.31496	51.967236	-58.28293	928.9487	5.813304	-10.523649	-95.04009	0.10657466	0.32861277	1899.8998	136.68138194084167
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	62000	24478.102	390119.72	96.61011	-1.5572505	24478.064	390119.16	97.99903	34.882877	-54.717823	872.135	6.535457	-9.349609	-95.6013	0.043689545	0.21584153	1903.1073	141.33100986480713
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	64000	24606.783	392170.56	97.19586	89.43718	24606.762	392170.28	98.347755	89.60015	-63.676594	1014.9031	3.7107527	-8.964206	-96.12378	0.028874302	0.031969897	1899.3048	146.0028326511383
198.2	5.4000006	200.0	182.0	200.0	0.0	200.0	200.0	198.2	200.0	66000	24734.86	394211.8	98.18942	91.08823	24734.812	394211.06	100.47908	87.05595	-52.307415	833.7258	3.6764126	-9.844078	-96.60865	0.3571231	0.35691875	1914.2941	150.59124541282654
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	68000	24852.695	396089.8	98.38569	93.317276	24852.64	396088.94	99.81854	89.407776	-51.20029	816.0844	3.780003	-10.533964	-97.06763	0.43309247	0.43264997	1912.0432	155.3188021183014
190.0	30.0	200.0	100.0	200.0	0.0	200.0	200.0	190.0	200.0	70000	24915.572	397091.97	99.00044	-12.612608	24915.59	397092.2	100.69028	-11.833436	-37.597797	599.3375	6.6986623	-8.938717	-97.29414	0.48903614	0.47090814	1908.9745	159.92990159988403
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	72000	24944.818	397558.06	99.07267	-28.302807	24944.857	397558.66	100.00016	-26.347784	-21.577393	344.12183	7.643935	-11.24176	-97.41555	0.610323	0.597446	1885.5072	164.6189739704132
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	74000	24954.707	397715.66	99.3699	-40.301903	24954.645	397714.66	100.62329	-40.2765	-19.91707	317.68463	8.127174	-8.608889	-97.445404	0.7012301	0.6675104	1915.167	169.2288637161255
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	76000	24971.623	397985.25	99.21624	-50.21808	24971.654	397985.78	100.48512	-48.844894	-32.904175	524.55566	8.253882	-10.619849	-97.533844	0.2718368	0.26625532	1893.0664	173.89882969856262
171.58333	64.26178	200.0	6.0	200.0	0.0	200.0	200.0	171.58333	200.0	78000	25050.11	399236.1	100.15979	-49.33834	25050.016	399234.66	100.105255	-48.95682	-42.022114	669.8406	9.634447	-11.850275	-97.845245	0.60282457	0.6269552	1887.303	178.7460401058197
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	80000	25124.598	400423.25	100.934494	-42.357056	25124.82	400426.75	100.75021	-43.037067	-8.584701	137.4189	9.326638	-12.4475355	-98.11167	0.6837764	0.7588055	1923.2155	183.34210515022278
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	82000	25088.947	399855.06	100.60221	60.853336	25089.064	399857.03	101.39652	61.021717	-24.710922	394.0122	7.265169	-11.695858	-97.95016	0.5365363	0.56495607	1897.1028	187.97337937355042
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	84000	25031.29	398936.16	100.510864	51.00244	25031.516	398939.8	101.812996	51.001858	-36.24679	577.8031	8.011169	-10.49497	-97.72136	0.54765964	0.54174554	1892.5784	192.6361997127533
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	86000	25030.006	398915.72	100.18092	46.588634	25030.076	398916.88	101.0263	43.805466	-44.6791	712.1671	8.150944	-10.54545	-97.73394	0.43863764	0.43184954	1921.0995	197.3835825920105
166.25	48.05574	200.0	89.0	200.0	0.0	200.0	200.0	166.25	200.0	88000	25053.28	399286.62	100.75475	-71.37677	25053.275	399286.56	100.516014	-51.74875	-43.942947	700.4391	11.838394	-8.851145	-97.81354	0.40775955	0.46438378	1923.0385	202.01559734344482
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	90000	25002.854	398482.97	102.30388	-64.04911	25003.094	398486.84	100.33694	-60.20396	-24.739985	394.50555	12.415679	-8.796505	-97.62561	1.2753587	1.4611223	1908.72	206.6527717113495
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	92000	24999.725	398433.12	101.95201	-60.35127	24999.627	398431.56	100.13286	-63.126984	-34.14045	544.2584	11.8077345	-9.721585	-97.64049	1.1793633	1.4294133	1884.3628	211.31726050376892
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	94000	25018.06	398725.38	102.47451	-49.940388	25017.87	398722.25	100.35567	-52.8091	-38.73171	617.41003	10.928915	-9.466463	-97.723114	1.1108794	1.384029	1904.775	215.9644877910614
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	96000	25045.182	399157.62	102.448235	-48.05065	25045.021	399155.03	100.48818	-49.016525	-37.827843	603.0065	9.312723	-8.968542	-97.82794	1.0666745	1.3104655	1899.664	220.72582602500916
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	98000	25073.55	399609.7	102.50128	-39.945347	25073.076	399602.12	100.16956	-41.177883	-35.330837	563.2162	8.508773	-8.9764595	-97.92933	0.72856843	0.8707852	1912.0831	225.32467460632324
196.0	12.0	200.0	160.0	200.0	0.0	200.0	200.0	196.0	200.0	100000	25147.672	400791.03	101.46432	89.683876	25147.65	400790.66	100.80541	81.69861	-26.40909	421.07153	7.3975935	-10.57348	-98.174385	0.4807273	0.4083239	1896.489	229.9826180934906
190.36363	30.472857	200.0	94.0	200.0	0.0	200.0	200.0	190.36363	200.0	102000	25106.297	400131.6	100.227104	-30.082376	25106.277	400131.28	100.63585	-28.288443	-16.667725	265.92258	7.8953853	-8.924488	-98.00878	0.4448891	0.3609806	1879.4977	234.7475197315216
144.64285	65.3765	200.0	36.0	200.0	0.0	200.0	200.0	144.64285	200.0	104000	24886.662	396631.2	100.76824	-31.519852	24886.312	396625.6	102.50106	-27.994802	30.428514	485.137	11.174726	-10.262378	-97.12306	1.2522718	1.1159825	1870.3304	239.51245641708374
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	106000	24601.346	392083.97	100.76556	-19.943365	24600.938	392077.44	101.61379	-15.995359	43.737103	697.1972	12.989219	-10.205812	-96.02912	1.5359824	1.428721	1899.4963	244.1786322593689
141.71428	68.64342	200.0	32.0	75.4	0.66332495	77.0	75.0	141.71428	75.4	108000	24334.295	387827.9	100.97459	-17.060535	24334.078	387824.4	101.29431	-14.25662	28.207352	449.76022	9.438997	-8.502454	-94.970345	1.7912672	1.756001	1905.6646	248.26475858688354
144.85715	63.84116	200.0	64.0	200.0	0.0	200.0	200.0	144.85715	200.0	110000	23615.502	376372.1	104.39863	-12.22333	23615.58	376373.34	102.945335	-10.137094	123.06139	1961.3479	6.483754	-8.952866	-92.17879	3.2806218	3.4947534	1905.1135	252.9260368347168
167.5	56.296093	200.0	68.0	177.9	13.597426	200.0	158.0	167.5	177.9	112000	22902.842	365014.1	104.780945	-6.3815236	22902.998	365016.6	103.18619	-3.2330232	112.66695	1795.6907	7.2536182	-9.64298	-89.37737	2.8132715	3.199257	1915.7372	257.44318985939026
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	114000	22686.783	361570.66	103.836296	-3.580653	22686.805	361571.0	102.272835	-1.6096182	109.92537	1752.0029	7.495679	-8.9136915	-88.557594	2.003842	2.3987367	1901.459	262.0622036457062
177.90909	47.036644	200.0	69.0	200.0	0.0	200.0	200.0	177.90909	200.0	116000	22543.99	359294.84	101.00819	-16.665085	22544.062	359296.0	101.27814	-32.381863	94.20317	1501.4373	7.6129246	-10.696152	-87.943405	1.5468575	1.961177	1892.548	266.71685338020325
186.8	39.600002	200.0	68.0	200.0	0.0	200.0	200.0	186.8	200.0	118000	22138.182	352827.34	98.965454	-34.411167	22139.174	352843.16	98.25669	-42.802856	82.172104	1309.7021	9.03339	-8.882997	-86.306656	1.0917007	1.51	1901.5317	271.44284987449646
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	120000	22269.418	354918.88	102.839	-42.615227	22271.148	354946.47	99.12529	-49.878605	156.59914	2495.8474	5.57972	-9.71748	-87.020515	0.6101245	0.7302042	1911.6002	276.07897186279297
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	122000	22384.393	356751.25	102.90166	-41.510563	22384.898	356759.34	99.256546	-49.126705	148.51997	2367.0815	5.027629	-11.917742	-87.43914	0.35772395	0.5108137	1900.3048	280.7450885772705
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	124000	22102.318	352255.72	102.086296	-22.927658	22102.523	352258.97	99.25343	-28.125788	79.09609	1260.6665	5.732495	-9.608397	-86.26387	0.20133162	0.29933783	1911.0865	285.3618688583374
189.54546	22.178465	200.0	142.0	200.0	0.0	200.0	200.0	189.54546	200.0	126000	21880.994	348728.34	105.84293	-17.460546	21880.814	348725.47	98.991516	-23.703125	11.208549	179.06061	8.949266	-9.504965	-85.38253	0.21979041	0.26612568	1902.3885	290.10435009002686
187.72728	38.809772	200.0	65.0	200.0	0.0	200.0	200.0	187.72728	200.0	128000	22031.059	351119.97	97.09671	-14.256691	22030.553	351111.9	97.82508	-27.013624	22.930674	365.69666	13.464155	-15.217826	-86.0202	0.47503802	0.5132183	1907.2585	294.733243227005
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	130000	22582.182	359903.5	95.66571	-11.034923	22581.87	359898.56	96.083244	-17.546854	57.542336	917.17975	10.557734	-8.86212	-88.2179	0.4153304	0.41093075	1890.3196	299.38612389564514
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	132000	23114.951	368394.53	95.03257	-9.495252	23114.477	368386.97	95.30098	-6.3786516	27.866282	444.31757	9.763428	-9.698763	-90.25597	0.3809413	0.40902448	1887.6367	304.04884815216064
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	134000	23389.066	372763.22	94.997025	-7.328025	23388.756	372758.3	95.28692	-8.944427	9.395171	150.30402	9.947596	-9.01384	-91.30175	0.37284473	0.41568124	1904.3087	308.7274980545044
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	136000	23550.635	375338.25	95.04398	-9.182676	23550.469	375335.6	95.1892	-9.902862	12.777189	204.04733	8.417814	-8.154292	-91.94995	0.27505898	0.31958556	1914.5363	313.4730644226074
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	138000	23864.39	380338.72	96.38882	-7.4626274	23864.342	380337.9	95.00609	-8.690472	-20.12216	320.92853	5.7682147	-10.667354	-93.2472	0.051886484	0.057715207	1918.9679	318.1227476596832
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	140000	24159.738	385045.78	96.16886	85.284065	24159.736	385045.78	95.77273	83.912224	-52.962975	844.1742	5.196931	-11.473835	-94.39932	0.022988955	0.02429647	1905.8838	322.80665373802185
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	142000	24361.129	388255.5	96.22439	89.47421	24361.14	388255.66	96.17456	88.655136	-62.552383	996.99084	4.423581	-11.7819805	-95.17184	0.016817635	0.01973408	1905.9502	327.4605567455292
187.0	39.0	200.0	70.0	200.0	0.0	200.0	200.0	187.0	200.0	144000	24493.918	390371.8	97.70173	89.21857	24493.926	390371.94	97.44585	58.138756	-37.111565	591.5898	9.908104	-9.94948	-95.625206	0.44653168	0.2524856	1897.866	332.11952805519104
197.27272	8.624393	200.0	170.0	200.0	0.0	200.0	200.0	197.27272	200.0	146000	24541.535	391130.7	98.82876	-7.670981	24541.42	391128.88	97.8463	-6.021017	-32.101143	511.75684	8.420523	-9.93851	-95.80488	0.6392257	0.3274541	1908.0094	336.85239243507385
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	148000	24560.352	391430.62	97.85682	-8.152646	24560.229	391428.66	97.786934	-8.216436	-37.45651	597.0832	8.081032	-9.544374	-95.89706	0.38183615	0.22399926	1890.5089	341.5412061214447
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	150000	24590.162	391905.7	98.635506	-8.166247	24590.078	391904.34	98.34401	-7.0334363	-37.530014	598.25604	9.851143	-9.119694	-96.00267	0.46289825	0.25889093	1899.3304	346.1958248615265
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	152000	24617.266	392337.66	98.647064	-6.5867558	24617.201	392336.72	98.26661	-5.008394	-43.393185	691.68304	11.284025	-8.798276	-96.114	0.40924212	0.2191281	1904.0267	350.869117975235
174.09091	42.626186	200.0	97.0	200.0	0.0	200.0	200.0	174.09091	200.0	154000	24581.832	391772.97	99.29194	-17.603313	24582.072	391776.78	99.40656	-21.323248	-15.021676	239.76674	5.696631	-9.039553	-95.97675	0.5024009	0.6425187	1887.7672	355.6586673259735
115.82353	79.847084	200.0	31.0	200.0	0.0	200.0	200.0	115.82353	200.0	156000	24551.498	391289.56	100.34208	-17.8616	24551.799	391294.3	100.95602	-18.462957	53.215946	848.2481	5.0304847	-11.749479	-95.85106	1.4311525	1.9841269	1922.1348	360.2928583621979
149.21428	51.749645	200.0	85.0	200.0	0.0	200.0	200.0	149.21428	200.0	158000	24087.268	383890.88	100.2418	-17.150646	24087.215	383890.03	100.378624	-21.525232	58.898987	938.8382	14.280235	-9.859573	-93.95083	1.7674038	2.836597	1907.9539	364.94125032424927
188.6	34.2	200.0	86.0	100.7	2.4919872	105.0	97.0	188.6	100.7	160000	23572.777	375691.22	99.37297	-20.54956	23572.723	375690.34	98.93145	-19.801788	158.47438	2525.7505	7.8381023	-9.788306	-92.01555	2.036226	3.5108907	1896.8398	369.0984077453613
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	162000	22858.01	364299.6	97.939705	-20.089401	22857.994	364299.3	98.54463	-19.435867	209.07135	3332.1184	7.708727	-10.183321	-89.08883	2.0068207	3.5827367	1891.6298	373.74746584892273
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	164000	21992.889	350511.72	97.24859	-13.823918	21992.969	350513.0	98.17362	-11.074257	241.5264	3849.3625	8.014467	-10.307322	-85.671875	1.0882425	2.566955	1903.0693	378.49645471572876
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	166000	21067.941	335770.38	99.58922	-24.173628	21067.787	335767.88	98.34938	0.8259343	281.24533	4482.374	8.205023	-8.999651	-82.03982	0.73481506	1.7046891	1913.9629	383.1227078437805
118.666664	53.08484	200.0	26.0	89.9	1.7578396	92.0	87.0	118.666664	89.9	168000	20569.46	327825.78	96.255196	-22.857365	20569.494	327826.34	95.68726	-16.29451	294.9306	4700.48	9.485397	-9.1276655	-80.079185	0.4399976	0.8714481	1897.4323	387.2480318546295
95.95	10.59941	121.0	76.0	94.8	0.59999996	95.0	93.0	95.95	94.8	170000	19826.86	315990.62	88.99764	-48.41978	19826.918	315991.56	89.35434	-42.937958	212.38947	3384.9912	8.408669	-9.243088	-77.14213	1.6322194	2.0389419	1883.1722	391.4136219024658
154.15384	48.808647	200.0	86.0	200.0	0.0	200.0	200.0	154.15384	200.0	172000	18383.004	292979.3	86.09147	-69.6956	18380.941	292946.44	87.04347	-65.561806	204.90814	3265.7646	29.468693	-9.388329	-71.5662	3.4170706	3.146311	1883.215	396.17523074150085
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	174000	18199.547	290055.47	83.444885	-43.532043	18196.22	290002.44	85.303535	-37.491634	187.5409	2988.986	31.696388	-9.808984	-71.183624	1.3051877	1.4634486	1921.5886	400.8066403865814
184.18182	50.021484	200.0	26.0	200.0	0.0	200.0	200.0	184.18182	200.0	176000	18426.033	293665.03	85.592155	-24.17498	18425.021	293648.94	85.77313	-16.496004	151.67775	2417.4216	24.013744	-9.222074	-72.035324	0.92111987	1.3404746	1799.1194	405.77807354927063
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	178000	18960.713	302186.47	86.72921	-21.668367	18957.953	302142.5	86.6568	-18.216019	150.8539	2404.2856	13.282057	-9.620212	-74.27378	1.0747963	1.2689075	1836.2688	410.60203218460083
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	180000	20603.477	328368.0	88.879364	-17.015383	20601.76	328340.62	88.680855	-14.173459	107.33967	1710.7925	4.3977294	-11.139864	-80.57778	0.87177336	0.6487252	1878.9323	415.41079568862915
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	182000	22083.9	351962.2	90.22744	-5.927538	22083.713	351959.2	90.098206	-13.951438	60.44612	963.46246	5.156465	-8.826743	-86.293686	0.4805779	0.34834492	1855.118	420.2779598236084
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	184000	22565.178	359632.53	91.33258	82.22521	22565.137	359631.88	90.60403	61.697563	-5.592344	90.063095	5.525356	-10.213973	-88.08863	0.45149747	0.29138416	1725.5702	425.470139503479
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	186000	22733.752	362319.2	90.96193	82.8621	22733.691	362318.16	90.82617	65.55886	-19.537329	311.6318	4.860254	-10.794342	-88.77364	0.0843718	0.07102408	1892.0326	430.17134189605713
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	188000	22944.045	365670.7	92.03135	80.532684	22944.043	365670.66	91.91057	83.139885	-53.169582	847.47125	4.3194075	-10.875433	-89.62637	0.034833007	0.034933582	1905.5298	434.84052181243896
186.18182	43.696926	200.0	48.0	200.0	0.0	200.0	200.0	186.18182	200.0	190000	23208.746	369889.4	93.509476	74.2243	23208.771	369889.78	93.51659	68.598755	-42.12956	671.5459	8.747147	-8.8559265	-90.630905	0.34158874	0.24887714	1891.5272	439.6451873779297
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	192000	23438.977	373558.7	94.35099	69.59595	23438.969	373558.6	94.21565	64.04656	-15.621072	249.26147	6.716632	-10.059521	-91.50162	0.54047084	0.35206142	1916.1735	444.30216002464294
200.0	0.0	200.0	200.0	200.0	0.0	200.0	200.0	200.0	200.0	194000	23623.268	376495.84	94.77132	68.19221	23623.246	376495.5	94.45536	64.20498	-26.33158	419.82858	5.3609896	-10.115975	-92.229355	0.38639086	0.25460035	1909.7583	448.96671080589294
